C_MINT,3.25,1.43266,291134,1290213
C_MINT,1.45,0.123974,29376,144850
C_MINT,1.6,0.048239,13777,53657
C_MINT,1.9,0.0140312,6909,14672
C_MINT,2.75,0.0313085,13304,33837
C_MINT,1.7,0.0625442,18197,68712
C_MINT,2.1,0.00547705,3795,6356
C_MINT,1.8,0.183834,49673,178649
C_MINT,2.15,0.00375451,3024,4048
C_MINT,3.35,0.185826,58420,185584
C_MINT,0.85,0.00857035,3040,11598
C_MINT,1.75,0.0368737,12349,41417
C_MINT,1.55,0.0140968,5244,16828
C_MINT,2.25,0.414146,78317,437182
C_MINT,2.75,0.0724104,21137,84557
C_MINT,2.4,0.19919,54789,209435
C_MINT,2.5,0.289711,65498,316662
C_MINT,2.8,0.669515,144186,653294
C_MINT,2.8,0.136823,36768,152614
C_MINT,1.85,0.133636,28621,152818
C_MINT,2.5,0.00632958,3472,7338
C_MINT,3.25,3.91526,568705,3506990
C_MINT,2.8,0.745317,136887,638869
C_MINT,3.05,0.479861,97024,482019
C_MINT,2.3,0.364891,87188,329848
C_MINT,3.05,0.309045,75443,310638
C_MINT,3.1,1.30491,249520,1210603
C_MINT,2.75,0.0361232,13975,40303
C_MINT,1.95,0.0260021,10413,28169
C_MINT,3.2,1.50748,279035,1321154
C_MINT,1.75,0.0272165,10535,26944
C_MINT,2.4,0.412077,99866,408942
C_MINT,1.75,0.00108286,984,1260
C_MINT,2.05,0.1141,31393,125967
C_MINT,2.95,1.05193,196324,1007729
C_MINT,2.15,0.0137883,6986,15594
C_MINT,1.9,0.0134164,6397,15175
C_MINT,3.35,1.37308,307660,1189285
C_MINT,1.4,0.00215129,1505,2565
C_MINT,1.55,0.00460806,2891,5909
C_MINT,3.4,9.30793,1239801,7384321
C_MINT,3.55,2.66281,403058,2519036
C_MINT,2.95,3.09174,440150,2829003
C_MINT,2.5,0.00100419,791,990
C_MINT,3.2,5.06248,704210,4417773
C_MINT,1.45,0.00236031,1551,2969
C_MINT,2.6,2.74493,404401,2550590
C_MINT,3.75,19.4777,2374250,14520885
C_MINT,2.95,2.78783,406236,2361557
C_MINT,4.35,7.40136,1116033,6121899
C_MINT,1.55,0.00107812,884,1223
C_MINT,2.5,0.00849882,5723,8385
C_MINT,2.05,0.0358415,13731,41569
C_MINT,2.45,0.0118451,6644,12997
C_MINT,1.85,0.00101971,886,1069
C_MINT,1.9,0.0538151,13360,63331
C_MINT,1.8,0.0149858,7019,17392
C_MINT,1.6,0.00164438,1379,1908
C_MINT,3.05,0.17288,51560,178886
C_MINT,2.4,2.01008,317517,1819256
C_MINT,2.55,0.926363,158249,931040
C_MINT,2.2,0.620365,118666,601377
C_MINT,0.85,0.000718055,646,830
C_MINT,2.15,0.38162,60981,425339
C_MINT,1.85,0.610218,87353,677262
C_MINT,2.55,0.108071,27744,115862
C_MINT,1.95,0.158563,29360,192799
C_MINT,2.4,0.651715,108959,702278
C_MINT,0.8,0.000757185,571,816
C_MINT,1.8,0.00428419,3320,5038
C_MINT,2.6,0.0784929,27040,76027
C_MINT,1.1,0.00106659,843,1344
C_MINT,1.2,0.000601598,492,586
C_MINT,3.15,1.00339,211827,889552
C_MINT,2.3,0.383663,68340,344531
C_MINT,3.1,4.2503,652565,3663914
C_MINT,3.3,2.42477,461364,2139042
C_MINT,3.05,0.426225,82716,417319
C_MINT,2.5,0.186958,43567,200755
C_MINT,2.4,0.12671,36915,117704
C_MINT,1.65,0.0113043,5548,12425
C_MINT,1.75,0.0071646,2581,7215
C_MINT,2,0.00962073,6525,10501
C_MINT,2.05,0.000840363,740,968
C_MINT,1.6,0.0181159,7667,21078
C_MINT,2.3,0.00757431,5301,8000
C_MINT,2.05,1.60491,232450,1554510
C_MINT,1.4,0.00484019,2780,5902
C_MINT,2.35,0.0243272,10674,24984
C_MINT,1.9,0.0504416,14756,62281
C_MINT,3.15,0.290989,62410,317338
C_MINT,1.95,0.00126398,941,1420
C_MINT,2.8,0.591764,134431,564936
C_MINT,1.75,0.00741139,4135,8038
C_MINT,0.85,0.000723017,548,855
C_MINT,1.6,0.0177383,6151,20464
C_MINT,2,0.00125108,988,1500
C_MINT,2.35,0.680233,131290,698305
C_MINT,2.6,0.0840102,31441,86439
C_MINT,1.85,0.0339225,8947,39338
