C_MINT,5.4,0.215418,113069,154200
C_MINT,4.45,0.2633,116417,156659
C_MINT,4.7,0.947715,380656,534234
C_MINT,7.2,7.41003,2192954,5166923
C_MINT,4.5,0.185194,84284,125015
C_MINT,4.6,21.4295,2510700,8487790
C_MINT,4.1,0.694683,274944,599043
C_MINT,4.05,0.139543,66683,79618
C_MINT,4.5,0.187066,87714,112962
C_MINT,3.8,0.0675927,42794,50007
C_MINT,4.1,0.247287,116940,162075
C_MINT,6.05,23.9233,4637110,13824900
C_MINT,4.8,31.3817,3701838,18274686
C_MINT,5.25,0.796765,342442,501059
C_MINT,5.25,0.437391,209740,300313
C_MINT,5.1,1.41274,444549,1149549
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 47.3156,5000542,20563994
C_MINT,4.05,1.34751,233836,661288
C_MINT,6.4,3.56604,932950,2442156
C_MINT,4.55,14.9307,2235410,8076061
C_MINT,5,14.0427,3269524,10166921
C_MINT,4.6,0.506182,236359,378301
C_MINT, SOLUTION NOT FOUND!! - Time Overflow 100.005,4432383,27590954
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 35.9479,5000430,17482360
C_MINT,4.35,0.321449,141671,189213
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 31.6986,5000468,15849647
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 38.8515,5002170,20007508
C_MINT,2.8,0.0227229,14147,15411
C_MINT,4.9,10.5759,2400879,5859118
C_MINT,3.5,0.867824,326991,555621
C_MINT,5.2,0.724814,359413,472196
C_MINT,3.9,0.338252,139778,224009
C_MINT,6.3,0.508338,203171,374493
C_MINT,4.75,0.166323,91149,137318
C_MINT,3.3,0.0758845,46308,64584
C_MINT,5.45,0.41404,196643,298983
C_MINT,4.8,0.216389,121510,174846
C_MINT,5.2,0.270899,141871,218091
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 32.3667,5001165,16895267
C_MINT,4.1,0.464917,152823,308115
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 45.8406,5000017,27379181
C_MINT,5.55,0.117887,67506,88874
C_MINT,3.7,15.4392,2378838,9682913
C_MINT,4,0.338494,75652,173544
C_MINT,3.4,0.215698,76765,113826
C_MINT,7.5,1.96785,512799,1228787
C_MINT,5.2,0.124732,72117,98433
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 38.1581,5000121,22673736
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 46.5583,5000414,23268848
C_MINT,5.55,0.923176,342582,773119
C_MINT,4.9,3.5379,542559,1733156
C_MINT,4.4,0.264728,130415,222955
C_MINT,3.9,7.29574,1493126,3932153
C_MINT,5.6,0.670015,258884,393652
C_MINT,4.6,0.745307,360809,507062
C_MINT,4.7,3.24396,818944,1630018
C_MINT,4.15,0.336184,133173,183002
C_MINT,5.6,1.97276,716286,1474070
C_MINT,3.05,0.0471589,33436,39836
C_MINT,5.4,4.22449,1014623,2603315
C_MINT,5.6,22.095,2967472,11653881
C_MINT,3.45,0.224275,110680,190196
C_MINT,5.1,19.4161,2469877,10207852
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 70.3164,5000732,28919244
C_MINT,3.6,2.37066,489210,1278538
C_MINT,5.35,0.0701081,48282,64879
C_MINT,4.9,12.4423,2208686,7637950
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 73.7647,5000164,35000612
C_MINT,4.3,0.0793583,58292,81253
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 59.1589,5001010,23907311
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 58.7167,5001428,27035245
C_MINT,5.2,1.99246,565814,1217123
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 89.9352,5000092,32104957
C_MINT,4.9,0.0700738,46320,64714
C_MINT,3.75,0.261061,118142,183669
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 41.8541,5000066,18826976
C_MINT,5.7,0.24843,120986,203625
C_MINT,3.75,0.318384,149328,177567
C_MINT,6.05,13.9942,2873728,9689143
C_MINT,4.55,0.181264,106776,129956
C_MINT,3.05,21.3998,2374014,8619929
C_MINT,3.45,0.308071,125570,184053
C_MINT,5.6,1.25064,422204,750435
C_MINT,5.3,1.61312,521275,950232
C_MINT,3.8,0.191736,96874,127396
C_MINT,2.95,0.199633,109512,165737
C_MINT,3.65,14.618,1692417,4855040
C_MINT,4.55,0.806179,318957,493281
C_MINT,4.45,1.28767,367888,627667
C_MINT,3.7,0.714059,266889,437145
C_MINT,4.75,0.580496,288796,408212
C_MINT,3.1,0.0808597,55906,65999
C_MINT,4.5,0.140393,76634,120609
C_MINT,3.85,2.73756,656694,1538432
C_MINT,4.25,5.38849,1098381,2001039
C_MINT,3.7,0.084957,52273,56562
C_MINT,4.65,0.408297,154208,220383
C_MINT,3,0.257326,130464,163239
C_MINT,4.9,0.0230777,18732,21601
C_MINT,4.25,0.607595,231632,338376
