C_MINT,3.25,6.41045,1399080,4261074
C_MINT,1.45,0.554955,136069,399474
C_MINT,1.6,0.176683,57779,156461
C_MINT,1.9,0.0353444,16421,25991
C_MINT,2.75,0.0921083,40258,73270
C_MINT,1.7,0.252197,73205,180881
C_MINT,2.1,0.0103326,6623,9020
C_MINT,1.8,0.73715,205171,549469
C_MINT,2.15,0.00577593,3948,4713
C_MINT,3.35,0.644914,210927,465830
C_MINT,0.85,0.03008,11194,28904
C_MINT,1.75,0.146963,45263,102746
C_MINT,1.55,0.0390579,16314,35262
C_MINT,2.25,1.84847,424519,1353054
C_MINT,2.75,0.317339,82434,217043
C_MINT,2.4,0.801492,214144,527311
C_MINT,2.475,1.10841,247896,828499
C_MINT,2.8,2.97161,666305,1912827
C_MINT,2.8,0.543911,148715,374448
C_MINT,1.85,0.605063,135952,423158
C_MINT,2.5,0.0191129,9084,15788
C_MINT,3.25,20.505,3484801,13073098
C_MINT,2.8,3.29056,699850,2215005
C_MINT,3.05,2.19852,489052,1604174
C_MINT,2.3,1.49027,380752,991521
C_MINT,3.05,1.43084,318744,903210
C_MINT,3.1,6.73829,1264939,3999285
C_MINT,2.75,0.135877,44547,92404
C_MINT,1.95,0.0908975,32842,67695
C_MINT,3.2,6.7938,1407501,4470379
C_MINT,1.75,0.104404,34938,70123
C_MINT,2.375,1.24918,322136,916268
C_MINT,1.75,0.00178702,1413,1707
C_MINT,2.05,0.45682,121650,325202
C_MINT,2.95,4.56284,1006598,3327823
C_MINT,2.15,0.0381657,18060,30723
C_MINT,1.9,0.0346903,15897,27498
C_MINT,3.35,5.45181,1340463,3572388
C_MINT,1.4,0.00535014,3097,4377
C_MINT,1.55,0.0109239,6187,9490
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 33.3763,5000003,18910880
C_MINT,3.55,14.663,2366467,8957052
C_MINT,2.95,16.5948,2641505,10542399
C_MINT,2.5,0.00117464,950,1074
C_MINT,3.2,27.0446,4406377,17709283
C_MINT,1.45,0.00563934,3441,5039
C_MINT,2.6,14.4098,2448355,9558707
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 30.3737,5000001,18258899
C_MINT,2.95,13.9022,2355888,8778876
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 30.1812,5000004,17506928
C_MINT,1.55,0.00169921,1389,1683
C_MINT,2.5,0.0126702,8267,10121
C_MINT,2.05,0.113859,41927,86756
C_MINT,2.45,0.0295469,14678,22569
C_MINT,1.85,0.00130405,1130,1249
C_MINT,1.9,0.19189,59177,167493
C_MINT,1.8,0.0441723,19116,34698
C_MINT,1.6,0.00222371,1881,2328
C_MINT,3.05,0.63405,180239,426273
C_MINT,2.4,8.86961,1739812,5960080
C_MINT,2.55,4.22588,860583,2904570
C_MINT,2.2,2.80116,577041,1816642
C_MINT,0.85,0.00101833,793,914
C_MINT,2.15,1.84696,359802,1315721
C_MINT,1.85,3.27451,561168,2340436
C_MINT,2.55,0.357005,112556,275094
C_MINT,1.95,0.744129,155429,556381
C_MINT,2.4,3.0898,624578,2116548
C_MINT,0.8,0.00108092,876,1111
C_MINT,1.8,0.00740062,4739,6113
C_MINT,2.6,0.273126,90684,188580
C_MINT,1.1,0.00193187,1389,1794
C_MINT,1.2,0.000736376,624,682
C_MINT,3.15,4.1781,970820,2738772
C_MINT,2.3,1.77229,360912,1185187
C_MINT,3.1,20.2527,3605476,12574496
C_MINT,3.3,12.2129,2361719,7457462
C_MINT,3.05,1.79306,420092,1346809
C_MINT,2.5,0.796807,208267,602467
C_MINT,2.4,0.462116,140328,321609
C_MINT,1.65,0.0222825,12657,19854
C_MINT,1.75,0.0157892,7805,15189
C_MINT,2,0.0134927,8882,11606
C_MINT,2.05,0.0010937,1002,1112
C_MINT,1.6,0.0547634,23888,44618
C_MINT,2.3,0.0106873,7533,9543
C_MINT,2.05,7.68112,1414352,5307035
C_MINT,1.4,0.0127729,6935,10689
C_MINT,2.35,0.0636719,28131,48097
C_MINT,1.9,0.178025,56807,144610
C_MINT,3.15,1.33159,311174,922197
C_MINT,1.95,0.00220661,1568,1998
C_MINT,2.8,2.32906,585115,1551822
C_MINT,1.75,0.0179944,9454,14308
C_MINT,0.85,0.00112468,864,1054
C_MINT,1.6,0.0630441,22139,49615
C_MINT,2,0.00204636,1550,1894
C_MINT,2.35,3.03331,625528,1924074
C_MINT,2.6,0.255946,95637,190140
C_MINT,1.85,0.137358,37676,104339
