C_MINT,2.1,0.00117445,431,561,0.000650003,72,0.00017882,0.000254242,0.000255628,360,4.751e-05,561,430
C_MINT,2.15,0.0011342,422,503,0.00065386,69,0.000158134,0.000225045,0.000239871,355,5.4198e-05,508,434
C_MINT,1.4,0.000879154,182,220,0.000664163,23,6.4967e-05,0.000108183,0.000100555,161,2.2818e-05,225,187
C_MINT,1.05,0.00121323,511,623,0.000671546,73,0.00017735,0.000257372,0.000267853,429,5.7621e-05,623,500
C_MINT,0.875,0.000928144,209,284,0.000668123,35,8.1425e-05,0.000129989,0.000121354,165,2.5451e-05,284,198
C_MINT,2.45,0.00215527,1290,1731,0.000667817,210,0.000488213,0.000700991,0.00074288,1066,0.000166141,1731,1277
C_MINT,1.725,0.00267272,1226,2263,0.000667973,350,0.000666168,0.000935881,0.0010033,859,0.000229937,2315,1359
C_MINT,1.2,0.0011499,457,563,0.000659531,70,0.000153705,0.000237475,0.0002378,388,5.3408e-05,563,456
C_MINT,2.95,0.0017947,1017,1241,0.000669322,147,0.000386409,0.000502855,0.00059024,848,0.00013656,1260,1010
C_MINT,1.2,0.000903914,138,161,0.000663107,29,7.2683e-05,0.000127373,0.000105908,110,2.282e-05,161,138
C_MINT,2.3,0.000975563,212,223,0.00074045,32,7.5375e-05,0.000113026,0.000114388,181,2.6261e-05,223,212
C_MINT,0.75,0.000977472,176,225,0.0007416,28,7.3368e-05,0.000118901,0.000109877,149,2.3679e-05,225,175
C_MINT,1.15,0.00093194,169,198,0.000738693,23,5.7321e-05,9.9108e-05,8.8104e-05,147,1.9616e-05,198,168
C_MINT,2.2,0.0012798,458,567,0.000745488,99,0.000171059,0.00025226,0.000262746,361,6.1073e-05,586,471
C_MINT,1.7,0.00119769,407,505,0.000749443,70,0.000141281,0.000218334,0.000215358,338,4.7188e-05,505,406
C_MINT,1.25,0.00103755,259,304,0.00073535,38,9.4272e-05,0.000151053,0.000141995,222,3.0734e-05,304,259
C_MINT,1.6,0.00094618,181,205,0.000742776,38,5.8559e-05,0.0001045,9.0893e-05,144,2.1054e-05,205,180
C_MINT,2.55,0.00244099,1421,1946,0.000738232,246,0.000562702,0.00078496,0.000867012,1171,0.000203953,1965,1436
C_MINT,1.7,0.00122366,440,544,0.000737338,65,0.000161612,0.000227677,0.000244309,375,5.3208e-05,544,439
C_MINT,1.35,0.00101888,244,308,0.00072979,46,9.152e-05,0.000143137,0.000136157,199,2.8162e-05,308,243
C_MINT,1.8,0.00111147,347,425,0.000688984,69,0.000130605,0.000211573,0.00019627,279,4.2881e-05,425,346
C_MINT,0.65,0.000795076,88,91,0.000693389,11,2.77e-05,5.4214e-05,4.4141e-05,78,1.0975e-05,91,87
C_MINT,2.525,0.000970345,234,260,0.00069041,51,8.5287e-05,0.000142077,0.000127226,170,2.8313e-05,260,219
C_MINT,1.2,0.00102065,307,365,0.000690771,44,9.9626e-05,0.000166901,0.000153184,264,3.3026e-05,365,306
C_MINT,1.4,0.000937022,217,239,0.000697779,29,7.69e-05,0.000114972,0.000117162,189,2.6535e-05,239,220
C_MINT,1.8,0.00118247,442,494,0.000701177,63,0.000158973,0.000218714,0.000248052,381,6.1364e-05,507,456
C_MINT,2.3,0.00101682,307,337,0.000694809,44,9.7689e-05,0.000165394,0.00014678,212,3.1185e-05,337,254
C_MINT,1.65,0.00102341,287,325,0.000693261,36,0.000105921,0.000156318,0.000164675,253,3.9469e-05,344,299
C_MINT,1.75,0.00184983,1005,1317,0.00068738,192,0.000387523,0.000544481,0.000580259,810,0.000125478,1317,1000
C_MINT,1.975,0.00141797,626,780,0.000692311,116,0.000242296,0.000339518,0.000363108,499,7.9566e-05,780,615
C_MINT,0.85,0.000775286,112,119,0.000651699,14,3.7106e-05,6.2106e-05,5.7484e-05,99,1.3385e-05,119,111
C_MINT,1.45,0.00109655,356,488,0.000651562,69,0.000141007,0.000223922,0.000206831,275,4.0795e-05,488,342
C_MINT,1.1,0.000899587,208,262,0.000655428,36,7.1829e-05,0.000125419,0.00011076,173,2.4542e-05,262,207
C_MINT,2,0.00103578,348,389,0.000647886,44,0.000128135,0.000185136,0.000191626,302,4.1584e-05,389,344
C_MINT,2.4,0.00164595,912,1114,0.000647085,126,0.000337216,0.000453391,0.000517577,781,0.000121128,1114,906
C_MINT,2.7,0.00171482,952,1162,0.000650967,135,0.000363412,0.000470166,0.000563662,822,0.000135751,1200,999
C_MINT,1.15,0.000887058,185,214,0.000650037,32,7.3008e-05,0.000118004,0.000111042,153,2.5587e-05,217,188
C_MINT,1.05,0.0014142,620,909,0.000647057,100,0.000251016,0.000369844,0.0003765,521,7.9728e-05,909,619
C_MINT,1.525,0.00181412,707,1310,0.000652266,233,0.000377906,0.000556539,0.000563546,437,0.000120444,1442,762
C_MINT,0.9,0.00106266,323,489,0.000643886,49,0.000132865,0.000210918,0.000196884,274,3.8667e-05,489,321
C_MINT,1.5,0.00107615,338,395,0.000680794,53,0.000124562,0.000194139,0.000189171,286,4.1706e-05,395,339
C_MINT,1.85,0.000906401,208,216,0.000678921,38,7.39e-05,0.000109913,0.000109426,170,2.33e-05,216,206
C_MINT,1.55,0.000950474,221,250,0.000682166,32,8.8416e-05,0.000129493,0.000130701,190,2.7957e-05,250,221
C_MINT,2.5,0.00115549,436,520,0.000684204,66,0.000149856,0.00022617,0.000231409,371,5.2628e-05,520,435
C_MINT,2.25,0.00126979,512,647,0.000682746,84,0.00019551,0.000278783,0.00029085,424,6.0927e-05,647,506
C_MINT,2.3,0.00124364,486,633,0.000678519,81,0.000187243,0.000260207,0.000287981,407,6.617e-05,657,504
